series_id,year,period,label,value
South Carolina,2021,M08,2021 Aug,4.2
South Carolina,2021,M09,2021 Sep,4.1
South Carolina,2021,M10,2021 Oct,3.9
South Dakota,2017,M01,2017 Jan,3.2
South Dakota,2017,M02,2017 Feb,3.1
South Dakota,2017,M03,2017 Mar,3.1
South Dakota,2017,M04,2017 Apr,3.1
South Dakota,2017,M05,2017 May,3.1
South Dakota,2017,M06,2017 Jun,3.1
South Dakota,2017,M07,2017 Jul,3.1
South Dakota,2017,M08,2017 Aug,3.1
South Dakota,2017,M09,2017 Sep,3.1
South Dakota,2017,M10,2017 Oct,3.1
South Dakota,2017,M11,2017 Nov,3.1
South Dakota,2017,M12,2017 Dec,3.1
South Dakota,2018,M01,2018 Jan,3
South Dakota,2018,M02,2018 Feb,3
South Dakota,2018,M03,2018 Mar,3
South Dakota,2018,M04,2018 Apr,2.9
South Dakota,2018,M05,2018 May,2.9
South Dakota,2018,M06,2018 Jun,2.8
South Dakota,2018,M07,2018 Jul,2.8
South Dakota,2018,M08,2018 Aug,2.8
South Dakota,2018,M09,2018 Sep,2.8
South Dakota,2018,M10,2018 Oct,2.8
South Dakota,2018,M11,2018 Nov,2.9
South Dakota,2018,M12,2018 Dec,2.9
South Dakota,2019,M01,2019 Jan,3
South Dakota,2019,M02,2019 Feb,3
South Dakota,2019,M03,2019 Mar,3
South Dakota,2019,M04,2019 Apr,3
South Dakota,2019,M05,2019 May,3
South Dakota,2019,M06,2019 Jun,3
South Dakota,2019,M07,2019 Jul,3
South Dakota,2019,M08,2019 Aug,3
South Dakota,2019,M09,2019 Sep,3
South Dakota,2019,M10,2019 Oct,3
South Dakota,2019,M11,2019 Nov,2.9
South Dakota,2019,M12,2019 Dec,2.9
South Dakota,2020,M01,2020 Jan,2.9
South Dakota,2020,M02,2020 Feb,2.9
South Dakota,2020,M03,2020 Mar,2.9
South Dakota,2020,M04,2020 Apr,9.2
South Dakota,2020,M05,2020 May,7
South Dakota,2020,M06,2020 Jun,6.1
South Dakota,2020,M07,2020 Jul,5.4
South Dakota,2020,M08,2020 Aug,4.7
South Dakota,2020,M09,2020 Sep,4
South Dakota,2020,M10,2020 Oct,3.7
South Dakota,2020,M11,2020 Nov,3.6
South Dakota,2020,M12,2020 Dec,3.3
South Dakota,2021,M01,2021 Jan,3.1
South Dakota,2021,M02,2021 Feb,3
South Dakota,2021,M03,2021 Mar,2.9
South Dakota,2021,M04,2021 Apr,2.8
South Dakota,2021,M05,2021 May,2.8
South Dakota,2021,M06,2021 Jun,2.9
South Dakota,2021,M07,2021 Jul,2.9
South Dakota,2021,M08,2021 Aug,2.9
South Dakota,2021,M09,2021 Sep,2.9
South Dakota,2021,M10,2021 Oct,2.8
Tennessee,2017,M01,2017 Jan,4.6
Tennessee,2017,M02,2017 Feb,4.4
Tennessee,2017,M03,2017 Mar,4.1
Tennessee,2017,M04,2017 Apr,3.9
Tennessee,2017,M05,2017 May,3.7
Tennessee,2017,M06,2017 Jun,3.5
Tennessee,2017,M07,2017 Jul,3.5
Tennessee,2017,M08,2017 Aug,3.4
Tennessee,2017,M09,2017 Sep,3.4
Tennessee,2017,M10,2017 Oct,3.4
Tennessee,2017,M11,2017 Nov,3.5
Tennessee,2017,M12,2017 Dec,3.5
Tennessee,2018,M01,2018 Jan,3.5
Tennessee,2018,M02,2018 Feb,3.5
Tennessee,2018,M03,2018 Mar,3.5
Tennessee,2018,M04,2018 Apr,3.4
Tennessee,2018,M05,2018 May,3.5
Tennessee,2018,M06,2018 Jun,3.5
Tennessee,2018,M07,2018 Jul,3.5
Tennessee,2018,M08,2018 Aug,3.5
Tennessee,2018,M09,2018 Sep,3.5
Tennessee,2018,M10,2018 Oct,3.5
Tennessee,2018,M11,2018 Nov,3.5
Tennessee,2018,M12,2018 Dec,3.4
Tennessee,2019,M01,2019 Jan,3.4
Tennessee,2019,M02,2019 Feb,3.4
Tennessee,2019,M03,2019 Mar,3.3
Tennessee,2019,M04,2019 Apr,3.3
Tennessee,2019,M05,2019 May,3.3
Tennessee,2019,M06,2019 Jun,3.3
Tennessee,2019,M07,2019 Jul,3.3
Tennessee,2019,M08,2019 Aug,3.3
Tennessee,2019,M09,2019 Sep,3.4
Tennessee,2019,M10,2019 Oct,3.4
Tennessee,2019,M11,2019 Nov,3.5
Tennessee,2019,M12,2019 Dec,3.6
Tennessee,2020,M01,2020 Jan,3.7
Tennessee,2020,M02,2020 Feb,3.9
Tennessee,2020,M03,2020 Mar,4
Tennessee,2020,M04,2020 Apr,15.8
Tennessee,2020,M05,2020 May,9.6
Tennessee,2020,M06,2020 Jun,9.3
Tennessee,2020,M07,2020 Jul,8.9
Tennessee,2020,M08,2020 Aug,8.1
Tennessee,2020,M09,2020 Sep,7.9
Tennessee,2020,M10,2020 Oct,7.8
Tennessee,2020,M11,2020 Nov,5.6
Tennessee,2020,M12,2020 Dec,5.6
Tennessee,2021,M01,2021 Jan,5.1
Tennessee,2021,M02,2021 Feb,4.9
Tennessee,2021,M03,2021 Mar,5.1
Tennessee,2021,M04,2021 Apr,5
Tennessee,2021,M05,2021 May,5
Tennessee,2021,M06,2021 Jun,4.9
Tennessee,2021,M07,2021 Jul,4.7
Tennessee,2021,M08,2021 Aug,4.6
Tennessee,2021,M09,2021 Sep,4.4
Tennessee,2021,M10,2021 Oct,4.2
Texas,2017,M01,2017 Jan,4.8
Texas,2017,M02,2017 Feb,4.7
Texas,2017,M03,2017 Mar,4.6
Texas,2017,M04,2017 Apr,4.5
Texas,2017,M05,2017 May,4.4
Texas,2017,M06,2017 Jun,4.3
Texas,2017,M07,2017 Jul,4.2
Texas,2017,M08,2017 Aug,4.2
Texas,2017,M09,2017 Sep,4.1
Texas,2017,M10,2017 Oct,4.1
Texas,2017,M11,2017 Nov,4.1
Texas,2017,M12,2017 Dec,4.1
Texas,2018,M01,2018 Jan,4.1
Texas,2018,M02,2018 Feb,4
Texas,2018,M03,2018 Mar,4
Texas,2018,M04,2018 Apr,4
Texas,2018,M05,2018 May,3.9
Texas,2018,M06,2018 Jun,3.9
Texas,2018,M07,2018 Jul,3.8
Texas,2018,M08,2018 Aug,3.8
Texas,2018,M09,2018 Sep,3.8
Texas,2018,M10,2018 Oct,3.8
Texas,2018,M11,2018 Nov,3.8
Texas,2018,M12,2018 Dec,3.8
Texas,2019,M01,2019 Jan,3.7
Texas,2019,M02,2019 Feb,3.6
Texas,2019,M03,2019 Mar,3.5
Texas,2019,M04,2019 Apr,3.5
Texas,2019,M05,2019 May,3.4
Texas,2019,M06,2019 Jun,3.4
Texas,2019,M07,2019 Jul,3.5
Texas,2019,M08,2019 Aug,3.5
Texas,2019,M09,2019 Sep,3.5
Texas,2019,M10,2019 Oct,3.5
Texas,2019,M11,2019 Nov,3.5
Texas,2019,M12,2019 Dec,3.5
Texas,2020,M01,2020 Jan,3.6
Texas,2020,M02,2020 Feb,3.7
Texas,2020,M03,2020 Mar,4.9
Texas,2020,M04,2020 Apr,12.9
Texas,2020,M05,2020 May,11.6
Texas,2020,M06,2020 Jun,10.2
Texas,2020,M07,2020 Jul,9.3
Texas,2020,M08,2020 Aug,6.9
Texas,2020,M09,2020 Sep,7.9
Texas,2020,M10,2020 Oct,7.3
Texas,2020,M11,2020 Nov,7.2
Texas,2020,M12,2020 Dec,6.9
Texas,2021,M01,2021 Jan,6.8
Texas,2021,M02,2021 Feb,6.9
Texas,2021,M03,2021 Mar,6.9
Texas,2021,M04,2021 Apr,6.7
Texas,2021,M05,2021 May,6.6
Texas,2021,M06,2021 Jun,6.5
Texas,2021,M07,2021 Jul,6.2
Texas,2021,M08,2021 Aug,5.9
Texas,2021,M09,2021 Sep,5.6
Texas,2021,M10,2021 Oct,5.4
Utah,2017,M01,2017 Jan,3.2
Utah,2017,M02,2017 Feb,3.2
Utah,2017,M03,2017 Mar,3.2
Utah,2017,M04,2017 Apr,3.2
Utah,2017,M05,2017 May,3.2
Utah,2017,M06,2017 Jun,3.2
Utah,2017,M07,2017 Jul,3.2
Utah,2017,M08,2017 Aug,3.1
Utah,2017,M09,2017 Sep,3.1
Utah,2017,M10,2017 Oct,3.1
Utah,2017,M11,2017 Nov,3.1
Utah,2017,M12,2017 Dec,3.1
Utah,2018,M01,2018 Jan,3
Utah,2018,M02,2018 Feb,3
Utah,2018,M03,2018 Mar,3
Utah,2018,M04,2018 Apr,2.9
Utah,2018,M05,2018 May,2.9
Utah,2018,M06,2018 Jun,2.9
Utah,2018,M07,2018 Jul,2.9
Utah,2018,M08,2018 Aug,2.9
Utah,2018,M09,2018 Sep,2.9
Utah,2018,M10,2018 Oct,2.9
Utah,2018,M11,2018 Nov,2.9
Utah,2018,M12,2018 Dec,2.8
Utah,2019,M01,2019 Jan,2.8
Utah,2019,M02,2019 Feb,2.7
Utah,2019,M03,2019 Mar,2.7
Utah,2019,M04,2019 Apr,2.6
Utah,2019,M05,2019 May,2.6
Utah,2019,M06,2019 Jun,2.5
Utah,2019,M07,2019 Jul,2.5
Utah,2019,M08,2019 Aug,2.5
Utah,2019,M09,2019 Sep,2.4
Utah,2019,M10,2019 Oct,2.4
Utah,2019,M11,2019 Nov,2.4
Utah,2019,M12,2019 Dec,2.4
Utah,2020,M01,2020 Jan,2.4
Utah,2020,M02,2020 Feb,2.5
Utah,2020,M03,2020 Mar,2.5
Utah,2020,M04,2020 Apr,10.1
Utah,2020,M05,2020 May,7.6
Utah,2020,M06,2020 Jun,6.3
Utah,2020,M07,2020 Jul,5.4
Utah,2020,M08,2020 Aug,4.8
Utah,2020,M09,2020 Sep,4.2
Utah,2020,M10,2020 Oct,3.8
Utah,2020,M11,2020 Nov,3.5
Utah,2020,M12,2020 Dec,3.3
Utah,2021,M01,2021 Jan,3.1
Utah,2021,M02,2021 Feb,3
Utah,2021,M03,2021 Mar,2.9
Utah,2021,M04,2021 Apr,2.8
Utah,2021,M05,2021 May,2.7
Utah,2021,M06,2021 Jun,2.7
Utah,2021,M07,2021 Jul,2.6
Utah,2021,M08,2021 Aug,2.5
Utah,2021,M09,2021 Sep,2.4
Utah,2021,M10,2021 Oct,2.2
Vermont,2017,M01,2017 Jan,3.2
Vermont,2017,M02,2017 Feb,3.2
Vermont,2017,M03,2017 Mar,3.1
Vermont,2017,M04,2017 Apr,3.1
Vermont,2017,M05,2017 May,3
Vermont,2017,M06,2017 Jun,3
Vermont,2017,M07,2017 Jul,2.9
Vermont,2017,M08,2017 Aug,2.9
Vermont,2017,M09,2017 Sep,2.9
Vermont,2017,M10,2017 Oct,2.9
Vermont,2017,M11,2017 Nov,3
Vermont,2017,M12,2017 Dec,3
Vermont,2018,M01,2018 Jan,3
Vermont,2018,M02,2018 Feb,3
Vermont,2018,M03,2018 Mar,2.9
Vermont,2018,M04,2018 Apr,2.9
Vermont,2018,M05,2018 May,2.8
Vermont,2018,M06,2018 Jun,2.7
Vermont,2018,M07,2018 Jul,2.6
Vermont,2018,M08,2018 Aug,2.5
Vermont,2018,M09,2018 Sep,2.4
Vermont,2018,M10,2018 Oct,2.3
Vermont,2018,M11,2018 Nov,2.3
Vermont,2018,M12,2018 Dec,2.3
Vermont,2019,M01,2019 Jan,2.2
Vermont,2019,M02,2019 Feb,2.2
Vermont,2019,M03,2019 Mar,2.2
Vermont,2019,M04,2019 Apr,2.2
Vermont,2019,M05,2019 May,2.2
Vermont,2019,M06,2019 Jun,2.2
Vermont,2019,M07,2019 Jul,2.3
Vermont,2019,M08,2019 Aug,2.3
Vermont,2019,M09,2019 Sep,2.4
Vermont,2019,M10,2019 Oct,2.5
Vermont,2019,M11,2019 Nov,2.5
Vermont,2019,M12,2019 Dec,2.5
Vermont,2020,M01,2020 Jan,2.5
Vermont,2020,M02,2020 Feb,2.5
Vermont,2020,M03,2020 Mar,2.6
Vermont,2020,M04,2020 Apr,14.8
Vermont,2020,M05,2020 May,9.3
Vermont,2020,M06,2020 Jun,7.7
Vermont,2020,M07,2020 Jul,6.4
Vermont,2020,M08,2020 Aug,5.4
Vermont,2020,M09,2020 Sep,4.6
Vermont,2020,M10,2020 Oct,4
Vermont,2020,M11,2020 Nov,3.7
Vermont,2020,M12,2020 Dec,3.5
Vermont,2021,M01,2021 Jan,3.2
Vermont,2021,M02,2021 Feb,3
Vermont,2021,M03,2021 Mar,2.9
Vermont,2021,M04,2021 Apr,2.9
Vermont,2021,M05,2021 May,3
Vermont,2021,M06,2021 Jun,3.1
Vermont,2021,M07,2021 Jul,3
Vermont,2021,M08,2021 Aug,3
Vermont,2021,M09,2021 Sep,2.8
Vermont,2021,M10,2021 Oct,2.8
Virginia,2017,M01,2017 Jan,4
Virginia,2017,M02,2017 Feb,3.9
Virginia,2017,M03,2017 Mar,3.9
Virginia,2017,M04,2017 Apr,3.8
Virginia,2017,M05,2017 May,3.8
Virginia,2017,M06,2017 Jun,3.7
Virginia,2017,M07,2017 Jul,3.6
Virginia,2017,M08,2017 Aug,3.6
Virginia,2017,M09,2017 Sep,3.5
Virginia,2017,M10,2017 Oct,3.5
Virginia,2017,M11,2017 Nov,3.4
Virginia,2017,M12,2017 Dec,3.3
Virginia,2018,M01,2018 Jan,3.2
Virginia,2018,M02,2018 Feb,3.1
Virginia,2018,M03,2018 Mar,3.1
Virginia,2018,M04,2018 Apr,3
Virginia,2018,M05,2018 May,3
Virginia,2018,M06,2018 Jun,2.9
Virginia,2018,M07,2018 Jul,2.9
Virginia,2018,M08,2018 Aug,2.8
Virginia,2018,M09,2018 Sep,2.8
Virginia,2018,M10,2018 Oct,2.8
Virginia,2018,M11,2018 Nov,2.9
Virginia,2018,M12,2018 Dec,2.9
Virginia,2019,M01,2019 Jan,2.9
Virginia,2019,M02,2019 Feb,2.9
Virginia,2019,M03,2019 Mar,2.8
Virginia,2019,M04,2019 Apr,2.8
Virginia,2019,M05,2019 May,2.7
Virginia,2019,M06,2019 Jun,2.6
Virginia,2019,M07,2019 Jul,2.6
Virginia,2019,M08,2019 Aug,2.6
Virginia,2019,M09,2019 Sep,2.6
Virginia,2019,M10,2019 Oct,2.5
Virginia,2019,M11,2019 Nov,2.5
Virginia,2019,M12,2019 Dec,2.5
Virginia,2020,M01,2020 Jan,2.5
Virginia,2020,M02,2020 Feb,2.5
Virginia,2020,M03,2020 Mar,2.6
Virginia,2020,M04,2020 Apr,11.3
Virginia,2020,M05,2020 May,8.5
Virginia,2020,M06,2020 Jun,8.8
Virginia,2020,M07,2020 Jul,7.9
Virginia,2020,M08,2020 Aug,7
Virginia,2020,M09,2020 Sep,6.6
Virginia,2020,M10,2020 Oct,6.1
Virginia,2020,M11,2020 Nov,5.8
Virginia,2020,M12,2020 Dec,5.6
Virginia,2021,M01,2021 Jan,5.3
Virginia,2021,M02,2021 Feb,5.2
Virginia,2021,M03,2021 Mar,5.1
Virginia,2021,M04,2021 Apr,4.7
Virginia,2021,M05,2021 May,4.5
Virginia,2021,M06,2021 Jun,4.3
Virginia,2021,M07,2021 Jul,4.2
Virginia,2021,M08,2021 Aug,4
Virginia,2021,M09,2021 Sep,3.8
Virginia,2021,M10,2021 Oct,3.6
Washington,2017,M01,2017 Jan,4.8
Washington,2017,M02,2017 Feb,4.7
Washington,2017,M03,2017 Mar,4.6
Washington,2017,M04,2017 Apr,4.5
Washington,2017,M05,2017 May,4.5
Washington,2017,M06,2017 Jun,4.6
Washington,2017,M07,2017 Jul,4.6
Washington,2017,M08,2017 Aug,4.6
Washington,2017,M09,2017 Sep,4.7
Washington,2017,M10,2017 Oct,4.7
Washington,2017,M11,2017 Nov,4.6
Washington,2017,M12,2017 Dec,4.6
Washington,2018,M01,2018 Jan,4.5
Washington,2018,M02,2018 Feb,4.4
Washington,2018,M03,2018 Mar,4.4
Washington,2018,M04,2018 Apr,4.3
Washington,2018,M05,2018 May,4.3
Washington,2018,M06,2018 Jun,4.3
Washington,2018,M07,2018 Jul,4.3
Washington,2018,M08,2018 Aug,4.3
Washington,2018,M09,2018 Sep,4.4
Washington,2018,M10,2018 Oct,4.4
Washington,2018,M11,2018 Nov,4.5
Washington,2018,M12,2018 Dec,4.5
Washington,2019,M01,2019 Jan,4.5
Washington,2019,M02,2019 Feb,4.5
Washington,2019,M03,2019 Mar,4.4
Washington,2019,M04,2019 Apr,4.3
Washington,2019,M05,2019 May,4.2
Washington,2019,M06,2019 Jun,4.1
Washington,2019,M07,2019 Jul,4.1
Washington,2019,M08,2019 Aug,4.1
Washington,2019,M09,2019 Sep,4
Washington,2019,M10,2019 Oct,3.9
Washington,2019,M11,2019 Nov,3.9
Washington,2019,M12,2019 Dec,3.9
Washington,2020,M01,2020 Jan,4
Washington,2020,M02,2020 Feb,4.1
Washington,2020,M03,2020 Mar,5.3
Washington,2020,M04,2020 Apr,16.3
Washington,2020,M05,2020 May,12.5
Washington,2020,M06,2020 Jun,10.8
Washington,2020,M07,2020 Jul,10.8
Washington,2020,M08,2020 Aug,9.1
Washington,2020,M09,2020 Sep,8
Washington,2020,M10,2020 Oct,7
Washington,2020,M11,2020 Nov,6.7
Washington,2020,M12,2020 Dec,6.3
Washington,2021,M01,2021 Jan,6
Washington,2021,M02,2021 Feb,5.6
Washington,2021,M03,2021 Mar,5.5
Washington,2021,M04,2021 Apr,5.4
Washington,2021,M05,2021 May,5.2
Washington,2021,M06,2021 Jun,5.2
Washington,2021,M07,2021 Jul,5.1
Washington,2021,M08,2021 Aug,5.1
Washington,2021,M09,2021 Sep,5.1
Washington,2021,M10,2021 Oct,5
West Virginia,2017,M01,2017 Jan,5.4
West Virginia,2017,M02,2017 Feb,5.3
West Virginia,2017,M03,2017 Mar,5.1
West Virginia,2017,M04,2017 Apr,5.1
West Virginia,2017,M05,2017 May,5
West Virginia,2017,M06,2017 Jun,5.1
West Virginia,2017,M07,2017 Jul,5.1
West Virginia,2017,M08,2017 Aug,5.2
West Virginia,2017,M09,2017 Sep,5.3
West Virginia,2017,M10,2017 Oct,5.3
West Virginia,2017,M11,2017 Nov,5.4
West Virginia,2017,M12,2017 Dec,5.4
West Virginia,2018,M01,2018 Jan,5.4
West Virginia,2018,M02,2018 Feb,5.4
West Virginia,2018,M03,2018 Mar,5.4
West Virginia,2018,M04,2018 Apr,5.4
West Virginia,2018,M05,2018 May,5.3
West Virginia,2018,M06,2018 Jun,5.2
West Virginia,2018,M07,2018 Jul,5.1
West Virginia,2018,M08,2018 Aug,5
West Virginia,2018,M09,2018 Sep,5
West Virginia,2018,M10,2018 Oct,5
West Virginia,2018,M11,2018 Nov,5.1
West Virginia,2018,M12,2018 Dec,5.1
West Virginia,2019,M01,2019 Jan,5
West Virginia,2019,M02,2019 Feb,5
West Virginia,2019,M03,2019 Mar,4.9
West Virginia,2019,M04,2019 Apr,4.8
West Virginia,2019,M05,2019 May,4.8
West Virginia,2019,M06,2019 Jun,4.8
West Virginia,2019,M07,2019 Jul,4.9
West Virginia,2019,M08,2019 Aug,4.9
West Virginia,2019,M09,2019 Sep,5
West Virginia,2019,M10,2019 Oct,4.9
West Virginia,2019,M11,2019 Nov,4.9
West Virginia,2019,M12,2019 Dec,4.9
West Virginia,2020,M01,2020 Jan,5
West Virginia,2020,M02,2020 Feb,5.1
West Virginia,2020,M03,2020 Mar,5.3
West Virginia,2020,M04,2020 Apr,15.6
West Virginia,2020,M05,2020 May,11.9
West Virginia,2020,M06,2020 Jun,10.5
West Virginia,2020,M07,2020 Jul,9.4
West Virginia,2020,M08,2020 Aug,8.5
West Virginia,2020,M09,2020 Sep,7.9
West Virginia,2020,M10,2020 Oct,7.4
West Virginia,2020,M11,2020 Nov,7
West Virginia,2020,M12,2020 Dec,6.7
West Virginia,2021,M01,2021 Jan,6.5
West Virginia,2021,M02,2021 Feb,6.2
West Virginia,2021,M03,2021 Mar,5.9
West Virginia,2021,M04,2021 Apr,5.8
West Virginia,2021,M05,2021 May,5.5
West Virginia,2021,M06,2021 Jun,5.3
West Virginia,2021,M07,2021 Jul,5
West Virginia,2021,M08,2021 Aug,4.8
West Virginia,2021,M09,2021 Sep,4.6
West Virginia,2021,M10,2021 Oct,4.3
Wisconsin,2017,M01,2017 Jan,3.5
Wisconsin,2017,M02,2017 Feb,3.4
Wisconsin,2017,M03,2017 Mar,3.3
Wisconsin,2017,M04,2017 Apr,3.3
Wisconsin,2017,M05,2017 May,3.3
Wisconsin,2017,M06,2017 Jun,3.3
Wisconsin,2017,M07,2017 Jul,3.3
Wisconsin,2017,M08,2017 Aug,3.3
Wisconsin,2017,M09,2017 Sep,3.2
Wisconsin,2017,M10,2017 Oct,3.2
Wisconsin,2017,M11,2017 Nov,3.1
Wisconsin,2017,M12,2017 Dec,3
Wisconsin,2018,M01,2018 Jan,3
Wisconsin,2018,M02,2018 Feb,3
Wisconsin,2018,M03,2018 Mar,3
Wisconsin,2018,M04,2018 Apr,3
Wisconsin,2018,M05,2018 May,3
Wisconsin,2018,M06,2018 Jun,3
Wisconsin,2018,M07,2018 Jul,3
Wisconsin,2018,M08,2018 Aug,3
Wisconsin,2018,M09,2018 Sep,3
Wisconsin,2018,M10,2018 Oct,3
Wisconsin,2018,M11,2018 Nov,3
Wisconsin,2018,M12,2018 Dec,3.1
Wisconsin,2019,M01,2019 Jan,3.1
Wisconsin,2019,M02,2019 Feb,3.1
Wisconsin,2019,M03,2019 Mar,3.2
Wisconsin,2019,M04,2019 Apr,3.2
Wisconsin,2019,M05,2019 May,3.3
Wisconsin,2019,M06,2019 Jun,3.3
Wisconsin,2019,M07,2019 Jul,3.4
Wisconsin,2019,M08,2019 Aug,3.4
Wisconsin,2019,M09,2019 Sep,3.4
Wisconsin,2019,M10,2019 Oct,3.3
Wisconsin,2019,M11,2019 Nov,3.3
Wisconsin,2019,M12,2019 Dec,3.3
Wisconsin,2020,M01,2020 Jan,3.3
Wisconsin,2020,M02,2020 Feb,3.3
Wisconsin,2020,M03,2020 Mar,3.2
Wisconsin,2020,M04,2020 Apr,14.8
Wisconsin,2020,M05,2020 May,10.4
Wisconsin,2020,M06,2020 Jun,8.6
Wisconsin,2020,M07,2020 Jul,7.2
Wisconsin,2020,M08,2020 Aug,6.1
Wisconsin,2020,M09,2020 Sep,5.2
Wisconsin,2020,M10,2020 Oct,4.8
Wisconsin,2020,M11,2020 Nov,4.4
Wisconsin,2020,M12,2020 Dec,4
Wisconsin,2021,M01,2021 Jan,3.8
Wisconsin,2021,M02,2021 Feb,3.8
Wisconsin,2021,M03,2021 Mar,3.8
Wisconsin,2021,M04,2021 Apr,3.9
Wisconsin,2021,M05,2021 May,3.9
Wisconsin,2021,M06,2021 Jun,3.9
Wisconsin,2021,M07,2021 Jul,3.9
Wisconsin,2021,M08,2021 Aug,3.9
Wisconsin,2021,M09,2021 Sep,3.4
Wisconsin,2021,M10,2021 Oct,3.2
Wyoming,2017,M01,2017 Jan,4.8
Wyoming,2017,M02,2017 Feb,4.6
Wyoming,2017,M03,2017 Mar,4.4
Wyoming,2017,M04,2017 Apr,4.2
Wyoming,2017,M05,2017 May,4.1
Wyoming,2017,M06,2017 Jun,4.1
Wyoming,2017,M07,2017 Jul,4.2
Wyoming,2017,M08,2017 Aug,4.2
Wyoming,2017,M09,2017 Sep,4.3
Wyoming,2017,M10,2017 Oct,4.3
Wyoming,2017,M11,2017 Nov,4.3
Wyoming,2017,M12,2017 Dec,4.2
Wyoming,2018,M01,2018 Jan,4.2
Wyoming,2018,M02,2018 Feb,4.1
Wyoming,2018,M03,2018 Mar,4.1
Wyoming,2018,M04,2018 Apr,4
Wyoming,2018,M05,2018 May,4
Wyoming,2018,M06,2018 Jun,4
Wyoming,2018,M07,2018 Jul,4
Wyoming,2018,M08,2018 Aug,4
Wyoming,2018,M09,2018 Sep,4
Wyoming,2018,M10,2018 Oct,4
Wyoming,2018,M11,2018 Nov,4
Wyoming,2018,M12,2018 Dec,3.9
Wyoming,2019,M01,2019 Jan,3.7
Wyoming,2019,M02,2019 Feb,3.6
Wyoming,2019,M03,2019 Mar,3.5
Wyoming,2019,M04,2019 Apr,3.5
Wyoming,2019,M05,2019 May,3.5
Wyoming,2019,M06,2019 Jun,3.6
Wyoming,2019,M07,2019 Jul,3.7
Wyoming,2019,M08,2019 Aug,3.8
Wyoming,2019,M09,2019 Sep,3.8
Wyoming,2019,M10,2019 Oct,3.9
Wyoming,2019,M11,2019 Nov,4
Wyoming,2019,M12,2019 Dec,4.2
Wyoming,2020,M01,2020 Jan,4.4
Wyoming,2020,M02,2020 Feb,4.8
Wyoming,2020,M03,2020 Mar,5.1
Wyoming,2020,M04,2020 Apr,5.5
Wyoming,2020,M05,2020 May,8.5
Wyoming,2020,M06,2020 Jun,7.4
Wyoming,2020,M07,2020 Jul,6.8
Wyoming,2020,M08,2020 Aug,6.2
Wyoming,2020,M09,2020 Sep,5.7
Wyoming,2020,M10,2020 Oct,5.4
Wyoming,2020,M11,2020 Nov,5.3
Wyoming,2020,M12,2020 Dec,5.2
Wyoming,2021,M01,2021 Jan,5.1
Wyoming,2021,M02,2021 Feb,5.3
Wyoming,2021,M03,2021 Mar,5.3
Wyoming,2021,M04,2021 Apr,5.4
Wyoming,2021,M05,2021 May,5.4
Wyoming,2021,M06,2021 Jun,5.4
Wyoming,2021,M07,2021 Jul,5.2
Wyoming,2021,M08,2021 Aug,4.9
Wyoming,2021,M09,2021 Sep,4.5
Wyoming,2021,M10,2021 Oct,4.1
